,StudentID,Year,Pref 1,Pref 2,Pref 3,Pref 4,Pref 5,Pref 6,Pref 7,Pref 8,Pref 9,Pref 10,Pref 11,Pref 12,Pref 13,Pref 14,Pref 15
295,210001,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9ART,9MUS,9PHE,9MDNM,9MDNW,,,,
296,210002,09,9CARE,9ENG,9HUM,9LITP,9MTH,9PD,9SCI,9MDNW,9PHE,9MDNM,,,,,
297,210004,09,9CARE,9ENG,9HUM,9LITP,9MTH,9PD,9SCI,9ART,9PHE,9FOD,,,,,
298,210006,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9ART,9DAN,9PHE,9FOD,9PGHD,,,,
299,210007,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9DAN,9DTE,9PHE,9ART,9FOD,,,,
300,210010,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9ENGTEC,9FOD,9PHE,9CR8FD,9MUS,,,,
301,210011,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9DRA,9MDNW,9PHE,9DAN,9MDNM,,,,
302,210012,09,9CARE,9ENG,9HUM,9LITP,9MTH,9PD,9SCI,9ART,9PHE,9MUS,,,,,
303,210013,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9FOD,9MUS,9PHE,9ART,9MDAN,,,,
304,210014,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9DAN,9FOD,9PHE,9DGPRO,9MDNW,,,,
305,210015,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9DAN,9FOD,9PHE,9DRA,9MDNW,,,,
306,210018,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9DRA,9MDNW,9PHE,9ART,9FOD,,,,
307,210019,09,9CARE,9EALA,9ESLB,9HUM,9MTH,9PD,9SCI,9MDNW,9PHE,9ART,,,,,
308,210020,09,9CARE,9EALA,9ESLB,9HUM,9MTH,9PD,9SCI,9ENGTEC,9PHE,9ART,,,,,
309,210021,09,9CARE,9EALA,9ESLB,9HUM,9MTH,9PD,9SCI,9CR8FD,9PHE,9FOD,,,,,
310,210023,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9MDNW,9MUS,9PHE,9ART,9FOD,,,,
311,210026,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9DRA,9FOD,9PHE,9ART,9DAN,,,,
312,210027,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9FOD,9MUS,9PHE,9DGPRO,9PGHD,,,,
313,210029,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9DAN,9MDFL,9PHE,9ART,9DGPRO,,,,
314,210030,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9ART,9FOD,9PHE,9MDNW,9MUS,,,,
315,210031,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9ART,9DAN,9PHE,9DRA,9FOD,,,,
316,210032,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9FOD,9PGHD,9PHE,9DGPRO,9MDAN,,,,
317,210033,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9ART,9FOD,9PHE,9DAN,9MDNM,,,,
318,210034,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9DAN,9MDFL,9PHE,9ART,9FOD,,,,
319,210035,09,9CARE,9ENG,9HUM,9LITP,9MTH,9PD,9SCI,9ART,9PHE,9MDNM,,,,,
320,210038,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9ENGTEC,9MDNM,9PHE,9FOD,9MDNW,,,,
321,210040,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9FOD,9PGHD,9PHE,9CR8FD,9MDNM,,,,
322,210041,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9ART,9MDNW,9PHE,9FOD,9MDNM,,,,
323,210042,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9ART,9FOD,9PHE,9MDNW,9MUS,,,,
324,210043,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9DAN,9DTE,9PHE,9ART,9DRA,,,,
325,210044,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9MDNW,9MUS,9PHE,9ART,9FOD,,,,
326,210045,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9MDNW,9MUS,9PHE,9FOD,9MDNM,,,,
327,210046,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9CR8FD,9MDNW,9PHE,9ART,9FOD,,,,
328,210048,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9DAN,9MDNM,9PHE,9DRA,9PGHD,,,,
329,210049,09,9CARE,9ENG,9HUM,9LITP,9MTH,9PD,9SCI,9DAN,9PHE,9FOD,,,,,
330,210053,09,9CARE,9ENG,9HUM,9ITA,9MTH,9PD,9SCI,9DAN,9PHE,9PGHD,,,,,
331,210054,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9DTE,9ENGTEC,9PHE,9CR8FD,9FOD,,,,
332,210056,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9DAN,9FOD,9PHE,9MUS,9PGHD,,,,
333,210057,09,9CARE,9ENG,9HUM,9LITP,9MTH,9PD,9SCI,9MDFL,9PHE,9MDAN,,,,,
334,210058,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9MDFL,9PGHD,9PHE,9DAN,9MDAN,,,,
335,210059,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9FOD,9MUS,9PHE,9ART,9MDNW,,,,
336,210060,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9FOD,9MUS,9PHE,9CR8FD,9MDNW,,,,
337,210061,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9ART,9DRA,9PHE,9MDAN,9MDNW,,,,
338,210062,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9CR8FD,9MUS,9PHE,9FOD,9MDNW,,,,
339,210064,09,9CARE,9ENG,9HUM,9ITA,9MTH,9PD,9SCI,9DRA,9PHE,9FOD,,,,,
340,210065,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9DTE,9PGHD,9PHE,9ART,9DRA,,,,
341,210068,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9ENGTEC,9FOD,9PHE,9MDNM,9MDNW,,,,
342,210069,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9CR8FD,9MDNM,9PHE,9DRA,9MDNW,,,,
343,210070,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9MDNM,9PHE,9CR8FD,,,,,,
344,210071,09,9CARE,9ENG,9HUM,9ITA,9MTH,9PD,9SCI,9PHE,,,,,,,
345,210072,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9CR8FD,9MDNW,9PHE,9FOD,9MDNM,,,,
346,210073,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9ART,9DAN,9PHE,9DRA,9MDAN,,,,
347,210074,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9DAN,9PGHD,9PHE,9FOD,9MDNW,,,,
348,210076,09,9CARE,9ENG,9HUM,9LITP,9MTH,9PD,9SCI,9PGHD,9PHE,9FOD,,,,,
349,210077,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9ART,9DAN,9PHE,9FOD,9MDNW,,,,
350,210078,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9ART,9FOD,9PHE,9MDNM,9PGHD,,,,
351,210079,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9ART,9MDFL,9PHE,9FOD,9PGHD,,,,
352,210081,09,9CARE,9ENG,9HUM,9ITA,9MTH,9PD,9SCI,9FOD,9PHE,9DGPRO,,,,,
353,210082,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9ART,9DAN,9PHE,9DRA,9MUS,,,,
354,210084,09,9CARE,9ENG,9HUM,9LITP,9MTH,9PD,9SCI,9DTE,9PHE,9MUS,,,,,
355,210085,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9DAN,9FOD,9PHE,9MDNW,,,,,
356,210087,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9CR8FD,9PHE,9FOD,,,,,,
357,210088,09,9CARE,9ENG,9HUM,9MTH,9PD,9SCI,9MDFL,9PGHD,9PHE,9DGPRO,9MDAN,,,,
